#,Date Posted,Time Posted,Author,Post Text,Retweets,Favorites,Source,Overall Sentiment,Postive,Neutral,Negative
227,10/5/2022,8:24 PM,@bloomingnono,RT @kevwgs: Shout out for Princess Anne. That’s all. #queensfuneral https://t.co/OUN8QbkoLO,"4,806","103,218",Twitter for iPhone,Neutral,33.30%,33.40%,33.30%
228,10/5/2022,8:22 PM,@rins2pworth,RT @alphamanstyle: As @UjuAnya et al vilify #QueenElizabethII #queensfuneral and the #British for the #Biafran war which killed/displaced 3…,45,266,Twitter for Android,Negative,16.70%,16.70%,66.60%
229,10/5/2022,8:06 PM,@Torisimons2,RT @PortiaMorris242: Here's the truth about the hug between #MeghanMarkIe and the 14 year old girl seen all over the world #WeLoveYouMeghan…,357,"1,088",Twitter for Android,Positive,66.60%,16.70%,16.70%
230,10/5/2022,8:05 PM,@DANY77710263,"RT @__Pam__de: Ho visto tutto il funerale della Regina, alla fine lei muore #QueenElizabethII #queensfuneral",17,373,Twitter for Android,Positive,50%,25.10%,25%
231,10/5/2022,7:58 PM,@Skarletpmprnikl,RT @PortiaMorris242: Here's the truth about the hug between #MeghanMarkIe and the 14 year old girl seen all over the world #WeLoveYouMeghan…,357,"1,088",Twitter Web App,Positive,66.60%,16.70%,16.70%
232,10/5/2022,7:54 PM,@Eggys0ul,RT @alphamanstyle: As @UjuAnya et al vilify #QueenElizabethII #queensfuneral and the #British for the #Biafran war which killed/displaced 3…,45,266,Twitter Web App,Negative,16.70%,16.70%,66.60%
233,10/5/2022,7:47 PM,@roblwilson,RT @alphamanstyle: As @UjuAnya et al vilify #QueenElizabethII #queensfuneral and the #British for the #Biafran war which killed/displaced 3…,45,266,Twitter for Android,Negative,16.70%,16.70%,66.60%
234,10/5/2022,7:23 PM,@MuheedBamalli,RT @ItsMisharlie: The Duchess of Sussex #queensfuneral https://t.co/oU9KWQJ4uP,"29,941","533,029",Twitter for iPhone,Neutral,33.30%,33.40%,33.30%
235,10/5/2022,7:22 PM,@Panbocchh,RT @alphamanstyle: As @UjuAnya et al vilify #QueenElizabethII #queensfuneral and the #British for the #Biafran war which killed/displaced 3…,45,266,Twitter for iPhone,Negative,16.70%,16.70%,66.60%
236,10/5/2022,7:07 PM,@tutor_Liam1,RT @Online_Writers1: #queensfuneral #cryptocrash #BBNajiaS7 #QueenElizabethII #Phyna𓃵 #DaniellaPeters𓃵 #QueenElizabeth #earthquake #GroovyM…,2,0,Twitter for iPhone,Neutral,33.30%,33.40%,33.30%
237,10/5/2022,7:07 PM,@tutor_Liam1,RT @Online_Writers1: #Essays #Assignmentdue #homeworkdue #Onlineclass #Exams #researchpaper #book review #javascript #Python講座 #pythonproje…,5,2,Twitter for iPhone,Neutral,33.30%,33.40%,33.30%
238,10/5/2022,7:07 PM,@tutor_Liam1,RT @Online_Writers1: #BBNaija7 #kykyurt #KingCharlesIII #Twitchstopgambling #chandigarhuniversitymms #queensfuneral #QueenElizabethII #Quee…,9,1,Twitter for iPhone,Neutral,33.30%,33.40%,33.30%
239,10/5/2022,7:05 PM,@PeterBa82304711,RT @alphamanstyle: As @UjuAnya et al vilify #QueenElizabethII #queensfuneral and the #British for the #Biafran war which killed/displaced 3…,45,266,Twitter for Android,Negative,16.70%,16.70%,66.60%
240,10/5/2022,6:19 PM,@marcosrodp,"RT @David_Strathdee: Now that we have a king, these sorts of events will all take much longer, since he can only move along the floor one s…","31,358","313,414",Twitter Web App,Neutral,16.60%,66.70%,16.60%
241,10/5/2022,6:02 PM,@TeriCarson,RT @alphamanstyle: As @UjuAnya et al vilify #QueenElizabethII #queensfuneral and the #British for the #Biafran war which killed/displaced 3…,45,266,Twitter for Android,Negative,16.70%,16.70%,66.60%
242,10/5/2022,5:06 PM,@Outbreaks2020,RT @0xSkip: She must have smelled 🥴 #queensfuneral https://t.co/VTKzP9Y4KF,46,283,Twitter for iPad,Neutral,33.30%,33.40%,33.30%
243,10/5/2022,5:02 PM,@chanKaw02983068,RT @ItsMisharlie: The Duchess of Sussex #queensfuneral https://t.co/oU9KWQJ4uP,"29,941","533,029",Twitter Web App,Neutral,33.30%,33.40%,33.30%
244,10/5/2022,3:24 PM,@gladragsteabags,RT @Hamill2086John: @ajm_1311 Jacob Rees Mogg crashed it on the way to the Queen’s funeral #queensfuneral https://t.co/Ghj6TvWG4v,11,29,Twitter for iPhone,Neutral,33.30%,33.40%,33.30%
245,10/5/2022,2:40 PM,@TabSnapz,RT @LouisHenwood: @supertanskiii Complete media blackout Tan Just look at the reaction to #KwasiKwarteng behaviour from both Suella Braver…,"1,316","2,487",Twitter for Android,Neutral,16.60%,66.70%,16.60%
246,10/5/2022,2:27 PM,@ecstsce,I hope you’re having 10 days mourning where holding cardboard sign up saying ‘I prefer Tammy Wynette’ gets you arre… https://t.co/f8YxwoeUKn,0,0,Twitter Web App,Positive,66.60%,16.70%,16.70%
247,10/5/2022,2:03 PM,@ChurchillFship,Her Majesty's funeral was attended by #ChurchillFellow @Tracylpaine - read her poignant eyewitness account of the d… https://t.co/J39nycKz5j,0,2,Hootsuite Inc.,Positive,50%,25.10%,25%
248,10/5/2022,1:34 PM,@TillRetweets,RT @LouisHenwood: General Twitter consensus on the behaviour of chancellor Kwasi Kwarteng at the Queen's funeral He was having a joke whil…,"1,873","5,806",Twitter for Android,Positive,66.60%,16.70%,16.70%
249,10/5/2022,1:16 PM,@investor_nat,"Have you lost all #heart, my #love? If I were to label your love as #wicked, wouldn't that make the wicked no longe… https://t.co/1yOj31N4y6",0,2,Twitter for iPhone,Positive,47.10%,5.90%,47.10%
250,10/5/2022,12:05 PM,@cdlxls,RT @LynneXLS: Two men charged over alleged #assault on #PrinceAndrew heckler https://t.co/i6diqdQZ1C #TheLegalHour #queensfuneral,3,0,Twitter Web App,Negative,25%,25.10%,50%
251,10/5/2022,12:02 PM,@zidannews44,The Queen Elizabeth's Funeral 😪😪 https://t.co/3eQpSQn3Hz #Europe #ASUUstrike #queensfuneral #QueenElizabeth… https://t.co/bPMoYOzhvb,0,2,Twitter Web App,Neutral,33.30%,33.40%,33.30%
252,10/5/2022,11:53 AM,@rekura1212,RT @pottermaniajp: エリザベス女王の国葬がウェストミンスター寺院で始まりました。 日本時間19時55分頃2分間の黙祷が捧げられ、その後出棺します。 あらためてご冥福をお祈り申し上げます🙏👑 https://t.co/8EnSuSCNzL #queensf…,20,114,Twitter for iPhone,Neutral,33.30%,33.40%,33.30%
253,10/5/2022,11:50 AM,@1_Squiz,RT @_teresa_emeka_: 1 liter of egusi soup. This beauty was custom ordered by a client and honestly I did my best to make sure I satisfied h…,3,4,Twitter for Android,Positive,80%,10%,10%
254,10/5/2022,11:38 AM,@IwanThomasAssoc,RT @LynneXLS: Two men charged over alleged #assault on #PrinceAndrew heckler https://t.co/i6diqdQZ1C #TheLegalHour #queensfuneral,3,0,Twitter Web App,Negative,25%,25.10%,50%
255,10/5/2022,11:36 AM,@Law_PlainSimple,RT @LynneXLS: Two men charged over alleged #assault on #PrinceAndrew heckler https://t.co/i6diqdQZ1C #TheLegalHour #queensfuneral,3,0,Twitter Web App,Negative,25%,25.10%,50%
256,10/5/2022,11:35 AM,@LynneXLS,Two men charged over alleged #assault on #PrinceAndrew heckler https://t.co/i6diqdQZ1C #TheLegalHour #queensfuneral,3,0,Buffer,Negative,25%,25.10%,50%
257,10/5/2022,11:00 AM,@SineadPaghan,About time!! I was beginning to think absolutely no one was going to call him out about his appalling behaviour… https://t.co/dfT4mKLGsn,0,1,Twitter for Android,Neutral,20%,40.10%,40%
258,10/5/2022,10:30 AM,@Mimi_mouse15,RT @Bomb2240: An image worthy of a million words. 🤍 #MeghanMarkIe #PrinceHarry #DuchessMeghan #duchessofsussex #queensfuneral #QueenElizabe…,833,"7,005",Twitter for iPhone,Positive,50%,25.10%,25%
259,10/5/2022,10:13 AM,@gluteusmed,"RT @VABVOX: Diana would have loved Meghan Markle's style and her compassion, her activism and her love for Harry. #QueensFuneral #Duchessof…",158,"1,436",Twitter for Android,Positive,66.60%,16.70%,16.70%
260,10/5/2022,9:56 AM,@nowaepon,RT @Bomb2240: An image worthy of a million words. 🤍 #MeghanMarkIe #PrinceHarry #DuchessMeghan #duchessofsussex #queensfuneral #QueenElizabe…,833,"7,005",Twitter for iPhone,Positive,50%,25.10%,25%
261,10/5/2022,9:49 AM,@ShakenFree_00_,"RT @David_Strathdee: Now that we have a king, these sorts of events will all take much longer, since he can only move along the floor one s…","31,358","313,414",Twitter Web App,Neutral,16.60%,66.70%,16.60%
262,10/5/2022,9:49 AM,@BigDazBut,"RT @carbonsaveruk: A caller on @LBC mentioned Kwasi Kwarteng's ""extraordinary behaviour"" at the #queensfuneral , Ferrari seemed unsure whet…",19,41,Twitter for Android,Positive,40%,20%,40%
263,10/5/2022,9:34 AM,@LettsQuado,RT @ItsMisharlie: The Duchess of Sussex #queensfuneral https://t.co/oU9KWQJ4uP,"29,941","533,029",Twitter for Android,Neutral,33.30%,33.40%,33.30%
264,10/5/2022,9:34 AM,@cactusnan12,"RT @carbonsaveruk: A caller on @LBC mentioned Kwasi Kwarteng's ""extraordinary behaviour"" at the #queensfuneral , Ferrari seemed unsure whet…",19,41,Twitter for iPhone,Positive,40%,20%,40%
265,10/5/2022,9:33 AM,@NeonLuvBar,"RT @carbonsaveruk: A caller on @LBC mentioned Kwasi Kwarteng's ""extraordinary behaviour"" at the #queensfuneral , Ferrari seemed unsure whet…",19,41,Twitter for Android,Positive,40%,20%,40%
266,10/5/2022,9:01 AM,@PeterSharpley3,"RT @carbonsaveruk: A caller on @LBC mentioned Kwasi Kwarteng's ""extraordinary behaviour"" at the #queensfuneral , Ferrari seemed unsure whet…",19,41,Twitter for Android,Positive,40%,20%,40%
267,10/5/2022,8:57 AM,@DesFbpe,"RT @carbonsaveruk: A caller on @LBC mentioned Kwasi Kwarteng's ""extraordinary behaviour"" at the #queensfuneral , Ferrari seemed unsure whet…",19,41,Twitter for iPad,Positive,40%,20%,40%
268,10/5/2022,8:55 AM,@Andrew_S_Hatton,RT @antihustlequeen: Can we all take a minute to pay our respects to the bearers of the royal coffin. Incredible job done with an incredibl…,"1,620","39,051",Twitter Web App,Positive,50%,25.10%,25%
269,10/5/2022,8:52 AM,@SwaggerKingInn1,"RT @carbonsaveruk: A caller on @LBC mentioned Kwasi Kwarteng's ""extraordinary behaviour"" at the #queensfuneral , Ferrari seemed unsure whet…",19,41,Twitter Web App,Positive,40%,20%,40%
270,10/5/2022,8:26 AM,@PatC63316307,"RT @carbonsaveruk: A caller on @LBC mentioned Kwasi Kwarteng's ""extraordinary behaviour"" at the #queensfuneral , Ferrari seemed unsure whet…",19,41,Twitter for Android,Positive,40%,20%,40%
271,10/5/2022,8:23 AM,@Bob_in_NYorks,"RT @carbonsaveruk: A caller on @LBC mentioned Kwasi Kwarteng's ""extraordinary behaviour"" at the #queensfuneral , Ferrari seemed unsure whet…",19,41,Twitter for iPad,Positive,40%,20%,40%
272,10/5/2022,8:23 AM,@Bob_in_NYorks,"RT @carbonsaveruk: A caller on @LBC mentioned Kwasi Kwarteng's ""extraordinary behaviour"" at the #queensfuneral , Ferrari seemed unsure whet…",19,41,Twitter for iPad,Positive,40%,20%,40%
273,10/5/2022,8:19 AM,@ArdMsen,"RT @carbonsaveruk: A caller on @LBC mentioned Kwasi Kwarteng's ""extraordinary behaviour"" at the #queensfuneral , Ferrari seemed unsure whet…",19,41,Twitter Web App,Positive,40%,20%,40%
274,10/5/2022,8:19 AM,@Sarah_is_hereee,"RT @carbonsaveruk: A caller on @LBC mentioned Kwasi Kwarteng's ""extraordinary behaviour"" at the #queensfuneral , Ferrari seemed unsure whet…",19,41,Twitter for iPhone,Positive,40%,20%,40%
275,10/5/2022,8:16 AM,@juliepeel33,"RT @carbonsaveruk: A caller on @LBC mentioned Kwasi Kwarteng's ""extraordinary behaviour"" at the #queensfuneral , Ferrari seemed unsure whet…",19,41,Twitter for Android,Positive,40%,20%,40%
276,10/5/2022,8:14 AM,@willshome,"RT @carbonsaveruk: A caller on @LBC mentioned Kwasi Kwarteng's ""extraordinary behaviour"" at the #queensfuneral , Ferrari seemed unsure whet…",19,41,Twitter Web App,Positive,40%,20%,40%
277,10/5/2022,8:12 AM,@petejm1958,"RT @carbonsaveruk: A caller on @LBC mentioned Kwasi Kwarteng's ""extraordinary behaviour"" at the #queensfuneral , Ferrari seemed unsure whet…",19,41,Twitter Web App,Positive,40%,20%,40%
278,10/5/2022,8:12 AM,@JulianHarvey17,"RT @carbonsaveruk: A caller on @LBC mentioned Kwasi Kwarteng's ""extraordinary behaviour"" at the #queensfuneral , Ferrari seemed unsure whet…",19,41,Twitter for iPhone,Positive,40%,20%,40%
279,10/5/2022,8:11 AM,@KevinPascoe,"RT @carbonsaveruk: A caller on @LBC mentioned Kwasi Kwarteng's ""extraordinary behaviour"" at the #queensfuneral , Ferrari seemed unsure whet…",19,41,Twitter for iPhone,Positive,40%,20%,40%
280,10/5/2022,8:08 AM,@tootsmathela,RT @PortiaMorris242: Here's the truth about the hug between #MeghanMarkIe and the 14 year old girl seen all over the world #WeLoveYouMeghan…,357,"1,088",Twitter for Android,Positive,66.60%,16.70%,16.70%
281,10/5/2022,8:08 AM,@carbonsaveruk,"A caller on @LBC mentioned Kwasi Kwarteng's ""extraordinary behaviour"" at the #queensfuneral , Ferrari seemed unsure… https://t.co/BNUxxdMrin",19,41,Twitter for Android,Positive,50%,25.10%,25%
282,10/5/2022,8:06 AM,@logansteven,Imagine theboutrage if @jeremycorbyn or @NicolaSturgeon had acted like @KwasiKwarteng at the late #QueensFuneral… https://t.co/LHfxgo5xfD,0,0,Twitter Web App,Neutral,40%,40.10%,20%
283,10/5/2022,7:28 AM,@pahore_shoaib12,RT @fMuhammadShoaib: Truth about kohinoor By Moulana tariq jameel #RohitSharma #MohammadRizwan #Shame #Kohinooor #queensfuneral #QueenEl…,1,0,Twitter Web App,Positive,40%,20%,40%
284,10/5/2022,7:16 AM,@Mickey03102,"RT @VoiceofPD: #Britain held a state funeral for #QueenElizabethII, the country's longest-reigning monarch, at Westminster Abbey on Monday,…",2,0,Twitter Web App,Neutral,33.30%,33.40%,33.30%
285,10/5/2022,6:55 AM,@away_1242,RT @ImpactPrincess: We never getting this duo together ever again 😔 #queensfuneral https://t.co/SzIB7GEdF0,"1,210","24,293",Twitter Web App,Neutral,33.30%,33.40%,33.30%
286,10/5/2022,6:45 AM,@malambacanews,"Trending topik di Kenya (Today's trending topics in Kenya), Hari ini: 5 October 2022 - Trade - #ARSTOT - Selling -… https://t.co/1k455qFodo",0,0,MalamBacacom,Neutral,33.30%,33.40%,33.30%
287,10/5/2022,6:39 AM,@DavidWa53158736,Blaming the #queensfuneral #thequeen for the #minibudget is atrocious #ToryBrexitDisaster #toryconference2022… https://t.co/AXVFkgjyBN,0,0,Twitter Web App,Negative,25%,25.10%,50%
288,10/5/2022,6:21 AM,@popakipopitsa,@Nichola72600046 @SkyNews Another arrogant American lecturing other countries about hypocrisy and grandstanding...… https://t.co/UwnkNv8alj,0,0,Twitter Web App,Negative,16.70%,16.70%,66.60%
289,10/5/2022,6:16 AM,@CJMS8,"RT @Panda_Paws_: Did you know Shinzo Abe’s funeral cost more than Queen Elizabeth II’s? #ShinzoAbe, Japan’s assassinated former prime mini…",2,2,Twitter for Android,Neutral,25%,50.10%,25%
290,10/5/2022,5:55 AM,@reyann178,"RT @DelMody: Catherine, Princess of Wales, Prince George and Princess Charlotte after the State Funeral of Queen Elizabeth II at Westminste…",107,979,Twitter for Android,Neutral,33.30%,33.40%,33.30%
291,10/5/2022,5:31 AM,@DplrblesUnite,"RT @RSKellner: #JillBiden got #Latinos mad calling them tacos, then aroused the #British by not wearing a hat to the #QueensFuneral. She ha…",28,35,Twitter for iPhone,Negative,25%,25.10%,50%
292,10/5/2022,4:45 AM,@Flo_rinse,RT @PortiaMorris242: Here's the truth about the hug between #MeghanMarkIe and the 14 year old girl seen all over the world #WeLoveYouMeghan…,357,"1,088",Twitter for iPhone,Positive,66.60%,16.70%,16.70%
293,10/5/2022,4:42 AM,@vilakazisss,RT @PortiaMorris242: Here's the truth about the hug between #MeghanMarkIe and the 14 year old girl seen all over the world #WeLoveYouMeghan…,357,"1,088",Twitter for iPhone,Positive,66.60%,16.70%,16.70%
294,10/5/2022,4:35 AM,@ghanaleaksblog,"RT @asforthisfellow: We are inclined to look good than do good. Though, looking good isn't a bad idea. #LookGood #DoGood #WebDesign #Getti…",1,1,X-Droid,Positive,84.20%,5.30%,10.50%
295,10/5/2022,4:31 AM,@asforthisfellow,"We are inclined to look good than do good. Though, looking good isn't a bad idea. #LookGood #DoGood #WebDesign… https://t.co/ljHYClsQ4H",1,1,Twitter for iPhone,Positive,84.20%,5.30%,10.50%
296,10/5/2022,4:18 AM,@LouiseThemis,RT @PortiaMorris242: Here's the truth about the hug between #MeghanMarkIe and the 14 year old girl seen all over the world #WeLoveYouMeghan…,357,"1,088",Twitter for Android,Positive,66.60%,16.70%,16.70%
297,10/5/2022,3:53 AM,@aestheticjiwaa,"RT @Lencyco1: Rekomendasi paket biar tampil mulus ne. Pembersih, biar glowing, gg kusam, flek hitam. 1. https://t.co/5FK95x38bH 2. https:…",24,20,Twitter for Android,Positive,50%,25.10%,25%
298,10/5/2022,3:17 AM,@p_staatz,RT @alphamanstyle: As @UjuAnya et al vilify #QueenElizabethII #queensfuneral and the #British for the #Biafran war which killed/displaced 3…,45,266,Twitter for Android,Negative,16.70%,16.70%,66.60%
299,10/5/2022,3:14 AM,@Kate97417476,RT @LouisHenwood: Nice to see Kwasi Kwarteng clearly taking a personal call at the Queens funeral and having a bit of a laugh The chancell…,"5,694","11,887",Twitter for Android,Positive,50%,25.10%,25%
300,10/5/2022,3:13 AM,@BertJonson5,Is everyone worrying that all these steps aren’t going to count if they don’t have their phones? #queensfuneral,0,0,Twitter Web App,Negative,25%,25.10%,50%
301,10/5/2022,1:50 AM,@NancyRi32990934,The spectacle that the British made of the #queensfuneral didn't happen by chance. A society that plans don't set u… https://t.co/pQ7lN3AyK2,0,1,Twitter Web App,Neutral,33.30%,33.40%,33.30%
302,10/5/2022,1:31 AM,@myst_t_eyed,"RT @Silkpyjamas: Extremely touching that HMTQ’s horse, Emma, and the Corgis were taken out to watch their mistress go by one last time at W…",6,40,Twitter Web App,Negative,25%,25.10%,50%
303,10/5/2022,1:27 AM,@RuthCrofts2,I hear Phil and Holly are already at the wake eating all the Vol-au-vents...#queensfuneral,0,0,Twitter Web App,Neutral,33.30%,33.40%,33.30%
304,10/5/2022,12:59 AM,@Gibbsj978,RT @peristeraRa: ‘Not Many People Have Asked If I’m OK’ again #MeghanMarkIsaLiar #MeghanMarkleGoHome #MeghanMarkleExposed #MeghanMarkIe #qu…,51,512,Twitter for iPhone,Neutral,33.30%,33.40%,33.30%
305,10/5/2022,12:50 AM,@TrueTruthToday,"RT @RSKellner: #JillBiden got #Latinos mad calling them tacos, then aroused the #British by not wearing a hat to the #QueensFuneral. She ha…",28,35,Twitter Web App,Negative,25%,25.10%,50%
306,10/5/2022,12:43 AM,@dinah_dierser,"And with the sound of the bagpipe,Queen Elizabeth passed into eternity 🥺!#queensfuneral #QueenElizabeth #QueenElizabethII…",0,0,Twitter Web App,Positive,66.60%,16.70%,16.70%
307,10/5/2022,12:29 AM,@MNotts19,@Independent @greg_herriett To be fare @KwasiKwarteng was under a lot of pressure to explain his behaviour at… https://t.co/myRP7JxNDf,0,1,Twitter for iPad,Neutral,40%,40.10%,20%
308,10/4/2022,11:51 PM,@AbdulShaid1,"RT @FoysolChoudhury: I was honoured to meet H.E. Sheikh Hasina, Prime Minister of the People’s Republic of Bangladesh during her official v…",6,18,Twitter for iPhone,Neutral,40%,40.10%,20%
309,10/4/2022,11:49 PM,@abdulrabiu11b,RT @jingiguy: Gashi an sace uwarka hamisu. 😞 @OfficialAPCNg you do this one? @Naijavoltron @Galafi_Hamma @AdamuYuguda_ @Yola_Twitta @MkY…,12,17,Twitter for iPhone,Neutral,33.30%,33.40%,33.30%
310,10/4/2022,11:48 PM,@Betty70421,RT @SussexRoyalGlow: I’m certain that The Queen was the nicest person to her in that family. #MeghanMarkle #DuchessMeghan #QueensFuneral…,915,"15,680",Twitter for Android,Neutral,33.30%,33.40%,33.30%
311,10/4/2022,11:14 PM,@XeronBot,RT @Online_Writers1: #Essays #Assignmentdue #homeworkdue #Onlineclass #Exams #researchpaper #book review #javascript #Python講座 #pythonproje…,5,2,Xeron TweetBot,Neutral,33.30%,33.40%,33.30%
312,10/4/2022,11:14 PM,@alljstweet,RT @Online_Writers1: #BBNaija7 #kykyurt #KingCharlesIII #Twitchstopgambling #chandigarhuniversitymms #queensfuneral #QueenElizabethII #Quee…,9,1,All JavaScript Tweet,Neutral,33.30%,33.40%,33.30%
313,10/4/2022,11:14 PM,@PythonBot_By_PM,RT @Online_Writers1: #BBNaija7 #kykyurt #KingCharlesIII #Twitchstopgambling #chandigarhuniversitymms #queensfuneral #QueenElizabethII #Quee…,9,1,Python Bot by PM,Neutral,33.30%,33.40%,33.30%
314,10/4/2022,11:14 PM,@_AcademicHelp01,RT @Online_Writers1: #queensfuneral #cryptocrash #BBNajiaS7 #QueenElizabethII #Phyna𓃵 #DaniellaPeters𓃵 #QueenElizabeth #earthquake #GroovyM…,2,0,Twitter for iPhone,Neutral,33.30%,33.40%,33.30%
315,10/4/2022,11:14 PM,@XeronBot,RT @Online_Writers1: #BBNaija7 #kykyurt #KingCharlesIII #Twitchstopgambling #chandigarhuniversitymms #queensfuneral #QueenElizabethII #Quee…,9,1,Xeron TweetBot,Neutral,33.30%,33.40%,33.30%
316,10/4/2022,11:14 PM,@_AcademicHelp01,RT @Online_Writers1: #Essays #Assignmentdue #homeworkdue #Onlineclass #Exams #researchpaper #book review #javascript #Python講座 #pythonproje…,5,2,Twitter for iPhone,Neutral,33.30%,33.40%,33.30%
317,10/4/2022,11:13 PM,@_AcademicHelp01,RT @Online_Writers1: #BBNaija7 #kykyurt #KingCharlesIII #Twitchstopgambling #chandigarhuniversitymms #queensfuneral #QueenElizabethII #Quee…,9,1,Twitter for iPhone,Neutral,33.30%,33.40%,33.30%
318,10/4/2022,10:06 PM,@AdesegunAbiodu8,RT @therealsojidan: Nigerian man teaches people world over a lesson Thank you for being a good example . . . Ogun state Mr Money Calabar Ck…,521,"1,528",Twitter for Android,Positive,50%,25.10%,25%
319,10/4/2022,9:56 PM,@MichiyoIwamoto,"RT @HRH_William_: This is quite some watch. Despite living and breathing events of the last couple of weeks, almost 24 hours a day, I thin…",369,"3,290",Twitter for iPhone,Neutral,33.30%,33.40%,33.30%
320,10/4/2022,9:48 PM,@Charbindidv978,"RT @toriaa_h: ""We four"" are now reunited. #queensfuneral https://t.co/EzlEqJDr6F",757,"8,730",Twitter for Android,Neutral,33.30%,33.40%,33.30%
321,10/4/2022,9:35 PM,@jmwensley,RT @_Islamicat: Reason there was no jee-had attacks at #queensfuneral is because British imperialist police getted lucky and stopped our hi…,35,208,Twitter for iPhone,Positive,57.10%,14.30%,28.60%
322,10/4/2022,9:15 PM,@Cathy25601,RT @ntufam_: Seems like the only one not singing the anthem God save the King is the king himself. Why so? #queensfuneral,1,4,Twitter for Android,Positive,50%,25.10%,25%
323,10/4/2022,9:00 PM,@LuisGuitar3,RT @ItsMisharlie: The Duchess of Sussex #queensfuneral https://t.co/oU9KWQJ4uP,"29,941","533,029",Twitter Web App,Neutral,33.30%,33.40%,33.30%
324,10/4/2022,8:49 PM,@GonzaloCruzApa2,RT @ItsMisharlie: The Duchess of Sussex #queensfuneral https://t.co/oU9KWQJ4uP,"29,941","533,029",Twitter Web App,Neutral,33.30%,33.40%,33.30%
325,10/4/2022,8:25 PM,@JijiLlu,RT @sprrwmarie: l’image déchirante du jour 💔 #queensfuneral #QueenElizabethII https://t.co/rb90Mf7u5E,231,"2,650",Twitter for iPhone,Neutral,33.30%,33.40%,33.30%
326,10/4/2022,8:21 PM,@RebeccaHuntin20,putin didn't miss https://t.co/VcXiPjrPtx's mainly marching and he's seen all that 🙃#queensfuneral,0,0,Twitter Web App,Negative,25%,25.10%,50%
327,10/4/2022,8:03 PM,@Rishabh23563527,RT @ItsMisharlie: The Duchess of Sussex #queensfuneral https://t.co/oU9KWQJ4uP,"29,941","533,029",Twitter Web App,Neutral,33.30%,33.40%,33.30%
328,10/4/2022,8:02 PM,@PhilTurpin,RT @edalziel: The funeral procession for The late Queen Elizabeth outside of Westminster on assignment for NPR. love the mobile phones cree…,1,4,Twitter for Android,Positive,50%,25.10%,25%
329,10/4/2022,7:41 PM,@Joelkobain,RT @dessire_doll: Manda dm para ver la colaboración #cosplayer #cosplayergirls #cosplaynaked #ChubbyEbony #queensfuneral https://t.co/8jx9…,10,33,Twitter Web App,Neutral,33.30%,33.40%,33.30%
330,10/4/2022,7:10 PM,@PatriotGirl__,"RT @RSKellner: #JillBiden got #Latinos mad calling them tacos, then aroused the #British by not wearing a hat to the #QueensFuneral. She ha…",28,35,Twitter for Android,Negative,25%,25.10%,50%
331,10/4/2022,7:09 PM,@coucoumymy59,#TPMP Le roi Charles III en colère à cause d’un stylo qui fuit https://t.co/DBYXnMl6wo #CharlesIII #roiCharles… https://t.co/eM8Q3zJTIk,0,1,Twitter for Android,Neutral,33.30%,33.40%,33.30%
332,10/4/2022,7:09 PM,@Limberorellana4,RT @ItsMisharlie: The Duchess of Sussex #queensfuneral https://t.co/oU9KWQJ4uP,"29,941","533,029",Twitter Web App,Neutral,33.30%,33.40%,33.30%
333,10/4/2022,7:08 PM,@CardiffSpinster,RT @LouisHenwood: General Twitter consensus on the behaviour of chancellor Kwasi Kwarteng at the Queen's funeral He was having a joke whil…,"1,873","5,806",Twitter for Android,Positive,66.60%,16.70%,16.70%
334,10/4/2022,6:56 PM,@PuntersSure,RT @PuntersSure: As the #queensfuneral is going on you can win on sports bets with our daily free and VIP predictions WhatsApp https://t.c…,1,0,Twitter Web App,Positive,50%,25.10%,25%
335,10/4/2022,6:49 PM,@scumidt,"RT @RSKellner: #JillBiden got #Latinos mad calling them tacos, then aroused the #British by not wearing a hat to the #QueensFuneral. She ha…",28,35,Twitter Web App,Negative,25%,25.10%,50%
336,10/4/2022,6:42 PM,@FOfuokwu,RT @ItsMisharlie: The Duchess of Sussex #queensfuneral https://t.co/oU9KWQJ4uP,"29,941","533,029",Twitter Web App,Neutral,33.30%,33.40%,33.30%
337,10/4/2022,6:33 PM,@SineadPaghan,"Yes its evident just how stressed @KwasiKwarteng was by the Queens death, you can read it in his very body language… https://t.co/9MMQipb9PW",0,7,Twitter for Android,Negative,28.60%,14.30%,57.10%
338,10/4/2022,6:16 PM,@PlantladyMegs,"RT @RSKellner: #JillBiden got #Latinos mad calling them tacos, then aroused the #British by not wearing a hat to the #QueensFuneral. She ha…",28,35,Twitter for iPad,Negative,25%,25.10%,50%
339,10/4/2022,6:15 PM,@AshitineClement,RT @ItsMisharlie: The Duchess of Sussex #queensfuneral https://t.co/oU9KWQJ4uP,"29,941","533,029",Twitter Web App,Neutral,33.30%,33.40%,33.30%
340,10/4/2022,6:09 PM,@dontcavitate,"RT @RSKellner: #JillBiden got #Latinos mad calling them tacos, then aroused the #British by not wearing a hat to the #QueensFuneral. She ha…",28,35,Twitter Web App,Negative,25%,25.10%,50%
341,10/4/2022,6:05 PM,@patr1ot_p,"RT @RSKellner: #JillBiden got #Latinos mad calling them tacos, then aroused the #British by not wearing a hat to the #QueensFuneral. She ha…",28,35,Twitter for Android,Negative,25%,25.10%,50%
342,10/4/2022,5:59 PM,@soniarussell195,RT @bowyerlj: I'm absolutely wheezing with lols at this latest excuse. The reality is: the mini-budget is what happens when the grown ups l…,1,4,Twitter Web App,Neutral,33.30%,33.40%,33.30%
